data,cidade,objetivo,criativo,impressoes,cliques,gastos,leads
2025-06-28,Beberibe,Tráfego,Vídeo 1,5,0,0.0,0
2025-06-28,Beberibe,Tráfego,Vídeo 2,16,0,0.0,0
2025-06-28,Beberibe,Tráfego,Vídeo 3,4,0,0.0,0
2025-06-28,Beberibe,Tráfego,Imagem 1,11,0,0.0,0
2025-06-28,Beberibe,Tráfego,Imagem 2,16,0,0.0,0
2025-06-28,Beberibe,Engajamento,Vídeo 1,83,0,0.0,0
2025-06-28,Beberibe,Engajamento,Vídeo 2,116,0,0.0,0
2025-06-28,Beberibe,Engajamento,Vídeo 3,89,2,1.75,0
2025-06-28,Beberibe,Engajamento,Imagem 1,94,1,0.72,0
2025-06-28,Beberibe,Engajamento,Imagem 2,124,1,0.71,0
2025-06-28,Beberibe,Leads,Vídeo 1,36,0,0.0,0
2025-06-28,Beberibe,Leads,Vídeo 2,75,0,0.0,0
2025-06-28,Beberibe,Leads,Vídeo 3,74,1,1.53,0
2025-06-28,Beberibe,Leads,Imagem 1,50,0,0.0,0
2025-06-28,Beberibe,Leads,Imagem 2,58,0,0.0,0
2025-06-28,Massapê,Alcance,Vídeo 1,147,0,0.0,0
2025-06-28,Massapê,Alcance,Vídeo 2,210,1,1.21,0
2025-06-28,Massapê,Alcance,Vídeo 3,172,0,0.0,0
2025-06-28,Massapê,Alcance,Imagem 1,95,0,0.0,0
2025-06-28,Massapê,Alcance,Imagem 2,168,0,0.0,0
2025-06-28,Massapê,Tráfego,Vídeo 1,59,1,0.98,0
2025-06-28,Massapê,Tráfego,Vídeo 2,104,0,0.0,0
2025-06-28,Massapê,Tráfego,Vídeo 3,79,1,1.38,0
2025-06-28,Massapê,Tráfego,Imagem 1,54,0,0.0,0
2025-06-28,Massapê,Tráfego,Imagem 2,77,0,0.0,0
2025-06-28,Massapê,Engajamento,Vídeo 1,128,2,1.29,0
2025-06-28,Massapê,Engajamento,Vídeo 2,53,0,0.0,0
2025-06-28,Massapê,Engajamento,Vídeo 3,97,1,1.45,0
2025-06-28,Massapê,Engajamento,Imagem 1,82,1,1.01,0
2025-06-28,Massapê,Engajamento,Imagem 2,106,1,0.6,0
2025-06-28,Massapê,Leads,Vídeo 1,163,0,0.0,0
2025-06-28,Massapê,Leads,Vídeo 2,237,2,2.12,0
2025-06-28,Massapê,Leads,Vídeo 3,128,1,0.55,0
2025-06-28,Massapê,Leads,Imagem 1,204,2,1.82,0
2025-06-28,Massapê,Leads,Imagem 2,118,0,0.0,0
2025-06-28,Limoeiro do Norte,Alcance,Vídeo 1,125,1,0.76,0
2025-06-28,Limoeiro do Norte,Alcance,Vídeo 2,73,0,0.0,0
2025-06-28,Limoeiro do Norte,Alcance,Vídeo 3,61,0,0.0,0
2025-06-28,Limoeiro do Norte,Alcance,Imagem 1,100,0,0.0,0
2025-06-28,Limoeiro do Norte,Alcance,Imagem 2,67,0,0.0,0
2025-06-28,Limoeiro do Norte,Tráfego,Vídeo 1,14,0,0.0,0
2025-06-28,Limoeiro do Norte,Tráfego,Vídeo 2,23,0,0.0,0
2025-06-28,Limoeiro do Norte,Tráfego,Vídeo 3,35,0,0.0,0
2025-06-28,Limoeiro do Norte,Tráfego,Imagem 1,42,0,0.0,0
2025-06-28,Limoeiro do Norte,Tráfego,Imagem 2,37,0,0.0,0
2025-06-28,Limoeiro do Norte,Engajamento,Vídeo 1,73,0,0.0,0
2025-06-28,Limoeiro do Norte,Engajamento,Vídeo 2,41,0,0.0,0
2025-06-28,Limoeiro do Norte,Engajamento,Vídeo 3,77,1,0.98,0
2025-06-28,Limoeiro do Norte,Engajamento,Imagem 1,43,0,0.0,0
2025-06-28,Limoeiro do Norte,Engajamento,Imagem 2,47,0,0.0,0
2025-06-28,Limoeiro do Norte,Leads,Vídeo 1,129,0,0.0,0
2025-06-28,Limoeiro do Norte,Leads,Vídeo 2,64,0,0.0,0
2025-06-28,Limoeiro do Norte,Leads,Vídeo 3,112,0,0.0,0
2025-06-28,Limoeiro do Norte,Leads,Imagem 1,112,1,0.92,0
2025-06-28,Limoeiro do Norte,Leads,Imagem 2,115,1,0.53,0
2025-06-28,Sobral,Alcance,Vídeo 1,37,0,0.0,0
2025-06-28,Sobral,Alcance,Vídeo 2,88,0,0.0,0
2025-06-28,Sobral,Alcance,Vídeo 3,54,0,0.0,0
2025-06-28,Sobral,Alcance,Imagem 1,82,0,0.0,0
2025-06-28,Sobral,Alcance,Imagem 2,48,0,0.0,0
2025-06-28,Sobral,Tráfego,Vídeo 1,132,1,1.54,0
2025-06-28,Sobral,Tráfego,Vídeo 2,51,0,0.0,0
2025-06-28,Sobral,Tráfego,Vídeo 3,89,1,1.06,0
2025-06-28,Sobral,Tráfego,Imagem 1,138,1,0.95,0
2025-06-28,Sobral,Tráfego,Imagem 2,66,0,0.0,0
2025-06-28,Sobral,Engajamento,Vídeo 1,33,0,0.0,0
2025-06-28,Sobral,Engajamento,Vídeo 2,34,0,0.0,0
2025-06-28,Sobral,Engajamento,Vídeo 3,38,0,0.0,0
2025-06-28,Sobral,Engajamento,Imagem 1,35,0,0.0,0
2025-06-28,Sobral,Engajamento,Imagem 2,32,0,0.0,0
2025-06-28,Sobral,Leads,Vídeo 1,87,0,0.0,0
2025-06-28,Sobral,Leads,Vídeo 2,67,0,0.0,0
2025-06-28,Sobral,Leads,Vídeo 3,75,0,0.0,0
2025-06-28,Sobral,Leads,Imagem 1,106,1,0.3,0
2025-06-28,Sobral,Leads,Imagem 2,106,0,0.0,0
2025-06-28,Juazeiro do Norte,Alcance,Vídeo 1,78,0,0.0,0
2025-06-28,Juazeiro do Norte,Alcance,Vídeo 2,181,0,0.0,0
2025-06-28,Juazeiro do Norte,Alcance,Vídeo 3,194,1,1.71,0
2025-06-28,Juazeiro do Norte,Alcance,Imagem 1,54,0,0.0,0
2025-06-28,Juazeiro do Norte,Alcance,Imagem 2,130,0,0.0,0
2025-06-28,Juazeiro do Norte,Tráfego,Vídeo 1,87,0,0.0,0
2025-06-28,Juazeiro do Norte,Tráfego,Vídeo 2,171,3,2.13,0
2025-06-28,Juazeiro do Norte,Tráfego,Vídeo 3,164,1,1.08,0
2025-06-28,Juazeiro do Norte,Tráfego,Imagem 1,243,2,2.69,0
2025-06-28,Juazeiro do Norte,Tráfego,Imagem 2,148,0,0.0,0
2025-06-28,Juazeiro do Norte,Engajamento,Vídeo 1,123,2,0.64,0
2025-06-28,Juazeiro do Norte,Engajamento,Vídeo 2,71,1,0.97,0
2025-06-28,Juazeiro do Norte,Engajamento,Vídeo 3,212,6,6.23,0
2025-06-28,Juazeiro do Norte,Engajamento,Imagem 1,207,4,2.88,0
2025-06-28,Juazeiro do Norte,Engajamento,Imagem 2,191,4,3.32,0
2025-06-28,Juazeiro do Norte,Leads,Vídeo 1,44,0,0.0,0
2025-06-28,Juazeiro do Norte,Leads,Vídeo 2,113,1,0.54,0
2025-06-28,Juazeiro do Norte,Leads,Vídeo 3,41,0,0.0,0
2025-06-28,Juazeiro do Norte,Leads,Imagem 1,105,0,0.0,0
2025-06-28,Juazeiro do Norte,Leads,Imagem 2,63,0,0.0,0
2025-06-29,Fortaleza,Alcance,Vídeo 1,300,1,0.62,0
2025-06-29,Fortaleza,Alcance,Vídeo 2,363,1,1.08,0
2025-06-29,Fortaleza,Alcance,Vídeo 3,427,2,1.54,0
2025-06-29,Fortaleza,Alcance,Imagem 1,450,2,2.65,0
2025-06-29,Fortaleza,Alcance,Imagem 2,536,2,2.21,0
2025-06-29,Fortaleza,Tráfego,Vídeo 1,387,6,2.58,0
2025-06-29,Fortaleza,Tráfego,Vídeo 2,554,12,12.12,0
2025-06-29,Fortaleza,Tráfego,Vídeo 3,643,8,7.26,0
2025-06-29,Fortaleza,Tráfego,Imagem 1,573,6,5.81,0
2025-06-29,Fortaleza,Tráfego,Imagem 2,538,8,3.67,0
2025-06-29,Fortaleza,Engajamento,Vídeo 1,644,13,9.58,0
2025-06-29,Fortaleza,Engajamento,Vídeo 2,561,8,8.95,0
2025-06-29,Fortaleza,Engajamento,Vídeo 3,731,21,25.52,0
2025-06-29,Fortaleza,Engajamento,Imagem 1,599,4,3.81,0
2025-06-29,Fortaleza,Engajamento,Imagem 2,668,18,19.56,0
2025-06-29,Fortaleza,Leads,Vídeo 1,402,6,1.02,0
2025-06-29,Fortaleza,Leads,Vídeo 2,450,7,5.1,0
2025-06-29,Fortaleza,Leads,Vídeo 3,372,4,4.67,0
2025-06-29,Fortaleza,Leads,Imagem 1,477,3,3.38,0
2025-06-29,Fortaleza,Leads,Imagem 2,598,4,6.39,0
2025-06-29,Crato,Alcance,Vídeo 1,172,0,0.0,0
2025-06-29,Crato,Alcance,Vídeo 2,72,0,0.0,0
2025-06-29,Crato,Alcance,Vídeo 3,198,0,0.0,0
2025-06-29,Crato,Alcance,Imagem 1,138,0,0.0,0
2025-06-29,Crato,Alcance,Imagem 2,222,0,0.0,0
2025-06-29,Crato,Tráfego,Vídeo 1,80,1,0.19,0
2025-06-29,Crato,Tráfego,Vídeo 2,63,1,0.91,0
2025-06-29,Crato,Tráfego,Vídeo 3,80,0,0.0,0
2025-06-29,Crato,Tráfego,Imagem 1,30,0,0.0,0
2025-06-29,Crato,Tráfego,Imagem 2,87,1,0.46,0
2025-06-29,Crato,Engajamento,Vídeo 1,113,1,1.1,0
2025-06-29,Crato,Engajamento,Vídeo 2,138,1,0.89,0
2025-06-29,Crato,Engajamento,Vídeo 3,112,1,0.52,0
2025-06-29,Crato,Engajamento,Imagem 1,231,5,0.95,0
2025-06-29,Crato,Engajamento,Imagem 2,135,2,1.53,0
2025-06-29,Crato,Leads,Vídeo 1,127,2,2.4,0
2025-06-29,Crato,Leads,Vídeo 2,114,1,0.74,0
2025-06-29,Crato,Leads,Vídeo 3,54,0,0.0,0
2025-06-29,Crato,Leads,Imagem 1,97,0,0.0,0
2025-06-29,Crato,Leads,Imagem 2,92,1,0.96,0
2025-06-29,Russas,Alcance,Vídeo 1,36,0,0.0,0
2025-06-29,Russas,Alcance,Vídeo 2,18,0,0.0,0
2025-06-29,Russas,Alcance,Vídeo 3,34,0,0.0,0
2025-06-29,Russas,Alcance,Imagem 1,40,0,0.0,0
2025-06-29,Russas,Alcance,Imagem 2,19,0,0.0,0
2025-06-29,Russas,Tráfego,Vídeo 1,120,2,2.34,0
2025-06-29,Russas,Tráfego,Vídeo 2,90,1,0.98,0
2025-06-29,Russas,Tráfego,Vídeo 3,60,1,1.33,0
2025-06-29,Russas,Tráfego,Imagem 1,61,0,0.0,0
2025-06-29,Russas,Tráfego,Imagem 2,89,0,0.0,0
2025-06-29,Russas,Engajamento,Vídeo 1,44,0,0.0,0
2025-06-29,Russas,Engajamento,Vídeo 2,88,1,1.2,0
2025-06-29,Russas,Engajamento,Vídeo 3,40,0,0.0,0
2025-06-29,Russas,Engajamento,Imagem 1,34,0,0.0,0
2025-06-29,Russas,Engajamento,Imagem 2,64,1,1.12,0
2025-06-29,Russas,Leads,Vídeo 1,78,0,0.0,0
2025-06-29,Russas,Leads,Vídeo 2,47,0,0.0,0
2025-06-29,Russas,Leads,Vídeo 3,41,0,0.0,0
2025-06-29,Russas,Leads,Imagem 1,61,0,0.0,0
2025-06-29,Russas,Leads,Imagem 2,42,0,0.0,0
2025-06-29,Beberibe,Alcance,Vídeo 1,64,0,0.0,0
2025-06-29,Beberibe,Alcance,Vídeo 2,51,0,0.0,0
2025-06-29,Beberibe,Alcance,Vídeo 3,64,0,0.0,0
2025-06-29,Beberibe,Alcance,Imagem 1,66,0,0.0,0
2025-06-29,Beberibe,Alcance,Imagem 2,48,0,0.0,0
2025-06-29,Beberibe,Tráfego,Vídeo 1,44,0,0.0,0
2025-06-29,Beberibe,Tráfego,Vídeo 2,36,0,0.0,0
2025-06-29,Beberibe,Tráfego,Vídeo 3,43,0,0.0,0
2025-06-29,Beberibe,Tráfego,Imagem 1,39,0,0.0,0
2025-06-29,Beberibe,Tráfego,Imagem 2,35,0,0.0,0
2025-06-29,Beberibe,Engajamento,Vídeo 1,43,0,0.0,0
2025-06-29,Beberibe,Engajamento,Vídeo 2,31,0,0.0,0
2025-06-29,Beberibe,Engajamento,Vídeo 3,17,0,0.0,0
2025-06-29,Beberibe,Engajamento,Imagem 1,45,0,0.0,0
2025-06-29,Beberibe,Engajamento,Imagem 2,53,1,0.54,0
2025-06-29,Beberibe,Leads,Vídeo 1,20,0,0.0,0
2025-06-29,Beberibe,Leads,Vídeo 2,88,0,0.0,0
2025-06-29,Beberibe,Leads,Vídeo 3,62,0,0.0,0
2025-06-29,Beberibe,Leads,Imagem 1,103,1,0.82,0
2025-06-29,Beberibe,Leads,Imagem 2,87,1,0.73,0
2025-06-29,Massapê,Alcance,Vídeo 1,50,0,0.0,0
2025-06-29,Massapê,Alcance,Vídeo 2,59,0,0.0,0
2025-06-29,Massapê,Alcance,Vídeo 3,52,0,0.0,0
2025-06-29,Massapê,Alcance,Imagem 1,58,0,0.0,0
2025-06-29,Massapê,Alcance,Imagem 2,36,0,0.0,0
2025-06-29,Massapê,Tráfego,Vídeo 1,33,0,0.0,0
2025-06-29,Massapê,Tráfego,Vídeo 2,21,0,0.0,0
2025-06-29,Massapê,Tráfego,Vídeo 3,51,0,0.0,0
2025-06-29,Massapê,Tráfego,Imagem 1,36,0,0.0,0
2025-06-29,Massapê,Tráfego,Imagem 2,44,0,0.0,0
2025-06-29,Massapê,Engajamento,Vídeo 1,90,2,0.39,0
2025-06-29,Massapê,Engajamento,Vídeo 2,53,1,0.9,0
2025-06-29,Massapê,Engajamento,Vídeo 3,25,0,0.0,0
2025-06-29,Massapê,Engajamento,Imagem 1,59,0,0.0,0
2025-06-29,Massapê,Engajamento,Imagem 2,59,0,0.0,0
2025-06-29,Massapê,Leads,Vídeo 1,25,0,0.0,0
2025-06-29,Massapê,Leads,Vídeo 2,22,0,0.0,0
2025-06-29,Massapê,Leads,Vídeo 3,25,0,0.0,0
2025-06-29,Massapê,Leads,Imagem 1,6,0,0.0,0
2025-06-29,Massapê,Leads,Imagem 2,51,0,0.0,0
2025-06-29,Limoeiro do Norte,Alcance,Vídeo 1,96,0,0.0,0
2025-06-29,Limoeiro do Norte,Alcance,Vídeo 2,81,0,0.0,0
2025-06-29,Limoeiro do Norte,Alcance,Vídeo 3,80,0,0.0,0
2025-06-29,Limoeiro do Norte,Alcance,Imagem 1,65,0,0.0,0
2025-06-29,Limoeiro do Norte,Alcance,Imagem 2,100,0,0.0,0
2025-06-29,Limoeiro do Norte,Tráfego,Vídeo 1,45,0,0.0,0
2025-06-29,Limoeiro do Norte,Tráfego,Vídeo 2,67,1,0.77,0
2025-06-29,Limoeiro do Norte,Tráfego,Vídeo 3,21,0,0.0,0
2025-06-29,Limoeiro do Norte,Tráfego,Imagem 1,80,0,0.0,0
2025-06-29,Limoeiro do Norte,Tráfego,Imagem 2,42,0,0.0,0
2025-06-29,Limoeiro do Norte,Engajamento,Vídeo 1,53,1,0.56,0
2025-06-29,Limoeiro do Norte,Engajamento,Vídeo 2,118,1,2.15,0
2025-06-29,Limoeiro do Norte,Engajamento,Vídeo 3,114,1,1.08,0
2025-06-29,Limoeiro do Norte,Engajamento,Imagem 1,134,2,1.52,0
2025-06-29,Limoeiro do Norte,Engajamento,Imagem 2,124,2,1.72,0
2025-06-29,Limoeiro do Norte,Leads,Vídeo 1,51,0,0.0,0
2025-06-29,Limoeiro do Norte,Leads,Vídeo 2,128,1,0.8,0
2025-06-29,Limoeiro do Norte,Leads,Vídeo 3,53,0,0.0,0
2025-06-29,Limoeiro do Norte,Leads,Imagem 1,41,0,0.0,0
2025-06-29,Limoeiro do Norte,Leads,Imagem 2,86,1,0.87,0
2025-06-29,Sobral,Alcance,Vídeo 1,231,1,1.0,0
2025-06-29,Sobral,Alcance,Vídeo 2,336,2,2.02,0
2025-06-29,Sobral,Alcance,Vídeo 3,392,0,0.0,0
2025-06-29,Sobral,Alcance,Imagem 1,224,0,0.0,0
2025-06-29,Sobral,Alcance,Imagem 2,514,2,1.96,0
2025-06-29,Sobral,Tráfego,Vídeo 1,267,1,0.27,0
2025-06-29,Sobral,Tráfego,Vídeo 2,387,7,7.96,0
2025-06-29,Sobral,Tráfego,Vídeo 3,271,5,7.53,0
2025-06-29,Sobral,Tráfego,Imagem 1,427,7,7.87,0
2025-06-29,Sobral,Tráfego,Imagem 2,337,3,0.94,0
2025-06-29,Sobral,Engajamento,Vídeo 1,231,4,3.21,0
2025-06-29,Sobral,Engajamento,Vídeo 2,77,2,2.26,0
2025-06-29,Sobral,Engajamento,Vídeo 3,276,3,2.88,0
2025-06-29,Sobral,Engajamento,Imagem 1,250,5,6.73,0
2025-06-29,Sobral,Engajamento,Imagem 2,235,4,2.23,0
2025-06-29,Sobral,Leads,Vídeo 1,455,5,2.48,0
2025-06-29,Sobral,Leads,Vídeo 2,298,1,0.61,0
2025-06-29,Sobral,Leads,Vídeo 3,456,6,5.35,0
2025-06-29,Sobral,Leads,Imagem 1,543,6,3.91,0
2025-06-29,Sobral,Leads,Imagem 2,297,2,1.38,0
2025-06-29,Juazeiro do Norte,Alcance,Vídeo 1,147,0,0.0,0
2025-06-29,Juazeiro do Norte,Alcance,Vídeo 2,160,0,0.0,0
2025-06-29,Juazeiro do Norte,Alcance,Vídeo 3,117,0,0.0,0
2025-06-29,Juazeiro do Norte,Alcance,Imagem 1,185,0,0.0,0
2025-06-29,Juazeiro do Norte,Alcance,Imagem 2,131,0,0.0,0
2025-06-29,Juazeiro do Norte,Tráfego,Vídeo 1,258,5,1.3,0
2025-06-29,Juazeiro do Norte,Tráfego,Vídeo 2,303,4,1.71,0
2025-06-29,Juazeiro do Norte,Tráfego,Vídeo 3,414,0,0.0,0
2025-06-29,Juazeiro do Norte,Tráfego,Imagem 1,323,2,1.84,0
2025-06-29,Juazeiro do Norte,Tráfego,Imagem 2,260,4,7.88,0
2025-06-29,Juazeiro do Norte,Engajamento,Vídeo 1,359,5,4.51,0
2025-06-29,Juazeiro do Norte,Engajamento,Vídeo 2,269,7,2.6,0
2025-06-29,Juazeiro do Norte,Engajamento,Vídeo 3,206,6,5.4,0
2025-06-29,Juazeiro do Norte,Engajamento,Imagem 1,424,8,7.98,0
2025-06-29,Juazeiro do Norte,Engajamento,Imagem 2,275,4,4.58,0
2025-06-29,Juazeiro do Norte,Leads,Vídeo 1,354,4,1.8,0
2025-06-29,Juazeiro do Norte,Leads,Vídeo 2,161,1,1.13,0
2025-06-29,Juazeiro do Norte,Leads,Vídeo 3,209,3,2.6,0
2025-06-29,Juazeiro do Norte,Leads,Imagem 1,309,2,1.78,0
2025-06-29,Juazeiro do Norte,Leads,Imagem 2,335,3,1.99,0
2025-06-30,Fortaleza,Alcance,Vídeo 1,170,1,0.87,0
2025-06-30,Fortaleza,Alcance,Vídeo 2,147,0,0.0,0
2025-06-30,Fortaleza,Alcance,Vídeo 3,120,0,0.0,0
2025-06-30,Fortaleza,Alcance,Imagem 1,207,0,0.0,0
2025-06-30,Fortaleza,Alcance,Imagem 2,140,0,0.0,0
2025-06-30,Fortaleza,Tráfego,Vídeo 1,104,2,0.91,0
2025-06-30,Fortaleza,Tráfego,Vídeo 2,85,1,0.68,0
2025-06-30,Fortaleza,Tráfego,Vídeo 3,104,1,0.56,0
2025-06-30,Fortaleza,Tráfego,Imagem 1,89,1,1.15,0
2025-06-30,Fortaleza,Tráfego,Imagem 2,105,1,1.01,0
2025-06-30,Fortaleza,Engajamento,Vídeo 1,184,3,1.91,0
2025-06-30,Fortaleza,Engajamento,Vídeo 2,253,5,1.73,0
2025-06-30,Fortaleza,Engajamento,Vídeo 3,227,7,8.62,0
2025-06-30,Fortaleza,Engajamento,Imagem 1,173,2,2.66,0
2025-06-30,Fortaleza,Engajamento,Imagem 2,298,6,1.53,0
2025-06-30,Fortaleza,Leads,Vídeo 1,83,1,0.31,0
2025-06-30,Fortaleza,Leads,Vídeo 2,191,2,0.82,0
2025-06-30,Fortaleza,Leads,Vídeo 3,160,2,0.78,0
2025-06-30,Fortaleza,Leads,Imagem 1,123,1,0.64,0
2025-06-30,Fortaleza,Leads,Imagem 2,186,1,0.28,0
2025-06-30,Crato,Alcance,Vídeo 1,96,0,0.0,0
2025-06-30,Crato,Alcance,Vídeo 2,96,0,0.0,0
2025-06-30,Crato,Alcance,Vídeo 3,147,0,0.0,0
2025-06-30,Crato,Alcance,Imagem 1,146,0,0.0,0
2025-06-30,Crato,Alcance,Imagem 2,92,0,0.0,0
2025-06-30,Crato,Tráfego,Vídeo 1,81,1,1.1,0
2025-06-30,Crato,Tráfego,Vídeo 2,69,0,0.0,0
2025-06-30,Crato,Tráfego,Vídeo 3,83,1,0.27,0
2025-06-30,Crato,Tráfego,Imagem 1,90,0,0.0,0
2025-06-30,Crato,Tráfego,Imagem 2,100,0,0.0,0
2025-06-30,Crato,Engajamento,Vídeo 1,210,3,2.38,0
2025-06-30,Crato,Engajamento,Vídeo 2,159,1,1.22,0
2025-06-30,Crato,Engajamento,Vídeo 3,157,3,2.43,0
2025-06-30,Crato,Engajamento,Imagem 1,167,3,1.94,0
2025-06-30,Crato,Engajamento,Imagem 2,234,3,2.53,0
2025-06-30,Crato,Leads,Vídeo 1,101,1,1.09,0
2025-06-30,Crato,Leads,Vídeo 2,80,0,0.0,0
2025-06-30,Crato,Leads,Vídeo 3,45,0,0.0,0
2025-06-30,Crato,Leads,Imagem 1,45,0,0.0,0
2025-06-30,Crato,Leads,Imagem 2,97,0,0.0,0
2025-06-30,Russas,Alcance,Vídeo 1,60,0,0.0,0
2025-06-30,Russas,Alcance,Vídeo 2,44,0,0.0,0
2025-06-30,Russas,Alcance,Vídeo 3,64,0,0.0,0
2025-06-30,Russas,Alcance,Imagem 1,52,0,0.0,0
2025-06-30,Russas,Alcance,Imagem 2,95,0,0.0,0
2025-06-30,Russas,Tráfego,Vídeo 1,133,2,1.84,0
2025-06-30,Russas,Tráfego,Vídeo 2,121,1,0.19,0
2025-06-30,Russas,Tráfego,Vídeo 3,163,1,1.2,0
2025-06-30,Russas,Tráfego,Imagem 1,192,1,0.66,0
2025-06-30,Russas,Tráfego,Imagem 2,166,1,1.32,0
2025-06-30,Russas,Engajamento,Vídeo 1,96,1,0.99,0
2025-06-30,Russas,Engajamento,Vídeo 2,87,2,2.47,0
2025-06-30,Russas,Engajamento,Vídeo 3,38,0,0.0,0
2025-06-30,Russas,Engajamento,Imagem 1,52,1,0.7,0
2025-06-30,Russas,Engajamento,Imagem 2,52,1,0.52,0
2025-06-30,Russas,Leads,Vídeo 1,68,1,0.93,0
2025-06-30,Russas,Leads,Vídeo 2,30,0,0.0,0
2025-06-30,Russas,Leads,Vídeo 3,79,0,0.0,0
2025-06-30,Russas,Leads,Imagem 1,51,0,0.0,0
2025-06-30,Russas,Leads,Imagem 2,47,0,0.0,0
2025-06-30,Beberibe,Alcance,Vídeo 1,77,0,0.0,0
2025-06-30,Beberibe,Alcance,Vídeo 2,26,0,0.0,0
2025-06-30,Beberibe,Alcance,Vídeo 3,80,0,0.0,0
2025-06-30,Beberibe,Alcance,Imagem 1,52,0,0.0,0
2025-06-30,Beberibe,Alcance,Imagem 2,78,0,0.0,0
2025-06-30,Beberibe,Tráfego,Vídeo 1,47,0,0.0,0
2025-06-30,Beberibe,Tráfego,Vídeo 2,65,0,0.0,0
2025-06-30,Beberibe,Tráfego,Vídeo 3,51,0,0.0,0
2025-06-30,Beberibe,Tráfego,Imagem 1,42,0,0.0,0
2025-06-30,Beberibe,Tráfego,Imagem 2,71,0,0.0,0
2025-06-30,Beberibe,Engajamento,Vídeo 1,45,1,0.95,0
2025-06-30,Beberibe,Engajamento,Vídeo 2,33,0,0.0,0
2025-06-30,Beberibe,Engajamento,Vídeo 3,45,0,0.0,0
2025-06-30,Beberibe,Engajamento,Imagem 1,69,0,0.0,0
2025-06-30,Beberibe,Engajamento,Imagem 2,61,1,0.2,0
2025-06-30,Beberibe,Leads,Vídeo 1,66,0,0.0,0
2025-06-30,Beberibe,Leads,Vídeo 2,63,0,0.0,0
2025-06-30,Beberibe,Leads,Vídeo 3,43,0,0.0,0
2025-06-30,Beberibe,Leads,Imagem 1,86,1,0.69,0
2025-06-30,Beberibe,Leads,Imagem 2,98,0,0.0,0
2025-06-30,Massapê,Alcance,Vídeo 1,21,0,0.0,0
2025-06-30,Massapê,Alcance,Vídeo 2,55,0,0.0,0
2025-06-30,Massapê,Alcance,Vídeo 3,62,0,0.0,0
2025-06-30,Massapê,Alcance,Imagem 1,69,0,0.0,0
2025-06-30,Massapê,Alcance,Imagem 2,35,0,0.0,0
2025-06-30,Massapê,Tráfego,Vídeo 1,39,0,0.0,0
2025-06-30,Massapê,Tráfego,Vídeo 2,47,0,0.0,0
2025-06-30,Massapê,Tráfego,Vídeo 3,87,1,0.73,0
2025-06-30,Massapê,Tráfego,Imagem 1,66,0,0.0,0
2025-06-30,Massapê,Tráfego,Imagem 2,36,0,0.0,0
2025-06-30,Massapê,Engajamento,Vídeo 1,28,0,0.0,0
2025-06-30,Massapê,Engajamento,Vídeo 2,29,0,0.0,0
2025-06-30,Massapê,Engajamento,Vídeo 3,19,0,0.0,0
2025-06-30,Massapê,Engajamento,Imagem 1,25,0,0.0,0
2025-06-30,Massapê,Engajamento,Imagem 2,32,0,0.0,0
2025-06-30,Massapê,Leads,Vídeo 1,102,1,1.45,0
2025-06-30,Massapê,Leads,Vídeo 2,98,0,0.0,0
2025-06-30,Massapê,Leads,Vídeo 3,100,1,1.68,0
2025-06-30,Massapê,Leads,Imagem 1,83,1,0.67,0
2025-06-30,Massapê,Leads,Imagem 2,60,0,0.0,0
2025-06-30,Limoeiro do Norte,Alcance,Vídeo 1,125,0,0.0,0
2025-06-30,Limoeiro do Norte,Alcance,Vídeo 2,220,0,0.0,0
2025-06-30,Limoeiro do Norte,Alcance,Vídeo 3,149,0,0.0,0
2025-06-30,Limoeiro do Norte,Alcance,Imagem 1,117,0,0.0,0
2025-06-30,Limoeiro do Norte,Alcance,Imagem 2,135,0,0.0,0
2025-06-30,Limoeiro do Norte,Tráfego,Vídeo 1,84,1,1.23,0
2025-06-30,Limoeiro do Norte,Tráfego,Vídeo 2,120,1,0.99,0
2025-06-30,Limoeiro do Norte,Tráfego,Vídeo 3,27,0,0.0,0
2025-06-30,Limoeiro do Norte,Tráfego,Imagem 1,20,0,0.0,0
2025-06-30,Limoeiro do Norte,Tráfego,Imagem 2,74,0,0.0,0
2025-06-30,Limoeiro do Norte,Engajamento,Vídeo 1,158,2,1.61,0
2025-06-30,Limoeiro do Norte,Engajamento,Vídeo 2,161,3,1.97,0
2025-06-30,Limoeiro do Norte,Engajamento,Vídeo 3,194,6,2.64,0
2025-06-30,Limoeiro do Norte,Engajamento,Imagem 1,198,4,2.89,0
2025-06-30,Limoeiro do Norte,Engajamento,Imagem 2,241,4,1.96,0
2025-06-30,Limoeiro do Norte,Leads,Vídeo 1,97,1,1.4,0
2025-06-30,Limoeiro do Norte,Leads,Vídeo 2,94,1,1.03,0
2025-06-30,Limoeiro do Norte,Leads,Vídeo 3,80,0,0.0,0
2025-06-30,Limoeiro do Norte,Leads,Imagem 1,38,0,0.0,0
2025-06-30,Limoeiro do Norte,Leads,Imagem 2,19,0,0.0,0
2025-06-30,Sobral,Alcance,Vídeo 1,282,2,0.58,0
2025-06-30,Sobral,Alcance,Vídeo 2,159,0,0.0,0
2025-06-30,Sobral,Alcance,Vídeo 3,179,0,0.0,0
2025-06-30,Sobral,Alcance,Imagem 1,245,0,0.0,0
2025-06-30,Sobral,Alcance,Imagem 2,103,0,0.0,0
2025-06-30,Sobral,Tráfego,Vídeo 1,131,2,2.16,0
